duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,count,class
-0.6775418161931045,udp,ftp,S0,-1.8779496091969374,0.9087415365176486,3.772491044776713,-0.41175707765419833,1.3585492235085734,2.105649107532578,Normal
-0.3946123503718099,tcp,dns,RSTO,-0.8063868127499771,0.6277865021557241,-1.1413472584679112,0.6156850862986678,-0.04833112203196477,2.128547128112104,Normal
0.30143601170937123,tcp,http,RSTO,2.199866645518788,-2.7747272758299655,-0.003352845734636345,-0.5273137993776786,-3.3271637945024577,0.09110217223257044,Normal
3.289068985582229,udp,dns,RSTO,4.523048876014329,0.14942815323974135,3.035895226152307,-2.6790530996031103,-1.5124797541773618,-1.7344846944683052,Normal
0.5181258144695903,icmp,http,RSTO,0.04004949989272244,0.1065290237141312,0.08002154504555414,-1.0000210393904085,-0.7154553141550942,0.9380448986131176,Normal
0.290228284500969,udp,dns,S0,-0.49746549795710693,0.42758657762344354,-0.3068159924574654,-0.8325431495842787,-0.860355617114501,0.9592309182369441,Normal
1.3899424011941104,tcp,dns,RSTR,1.7827099099703534,-1.245448777425657,1.2118964200650386,0.538888265860537,-1.4836766923639506,1.5238709540573054,Normal
3.3933580932212095,icmp,ssh,S0,4.003373410597203,0.4858706890257186,3.3191201393298977,-2.423045465026086,-0.826174106161435,-0.6082680213247416,Normal
2.6522341688841484,udp,dns,S0,2.6845337965978633,1.260280893055906,1.6790673379601995,-1.0003084921180083,-0.28276865136610785,-0.9846611691278127,Normal
0.6256960456113156,tcp,ftp,REJ,0.7167626738413038,-1.2295756875460655,0.13961891450476394,2.150103085506174,-0.4016468314607854,0.2633098354016856,Normal
0.12167242012022549,udp,ssh,RSTO,2.1235626727673576,-1.0316950482225848,1.7385818263837987,1.5454878357581228,0.7026923692227101,1.6900758412895267,Normal
-0.3433127891906907,icmp,smtp,RSTO,1.4812667490564353,-1.6423131706470415,-0.7161692969089495,1.4374140530965636,-1.495575589286637,0.35614771606047446,Normal
0.3446220172616652,icmp,ssh,RSTR,1.11566088719478,-0.8990271871223143,0.8688619504106975,-3.387434598042599,-3.7647691739705476,-2.1762956117101147,Normal
-2.065220760483644,icmp,smtp,SF,-2.6431222816965576,0.1817259801895521,-2.501393673986888,1.4694218877897853,-0.5820906466343048,-0.5510567705431788,Normal
-0.5084676237444253,icmp,dns,REJ,-0.3078312073788396,-0.5766121028854299,-0.7732972572588641,-0.9798678670396979,-1.4120034707220306,-0.3757008083002147,Normal
2.0764235338036823,icmp,dns,RSTO,2.0434931934609946,-0.09997884140063418,1.1028938298475055,-0.5422045910534332,0.713907417720931,-0.7020910909019276,Normal
1.0059699405184228,icmp,http,S0,0.15331969175523974,-0.04119559027423958,1.5285102076024293,3.1113704142438205,-2.4038766793135546,1.4542927412439806,Normal
-2.220281931484905,tcp,smtp,RSTR,1.4212294385581856,-0.37855652096876824,1.0978582850585068,2.785899388706917,1.408288308343229,3.379925397163788,Attack
4.05941763244169,tcp,http,SF,4.233353388780147,0.5867680021105383,3.0633193411701,-2.805799239069464,-0.9472002651610354,-1.922042882837064,Normal
-0.028211898989032137,udp,ftp,RSTO,-1.7987661891681959,-0.06841996865594546,-1.1059501185804832,-1.2387692947130622,-1.0781954620529746,-0.04871225056321715,Normal
-0.15626244745713905,icmp,smtp,S0,0.4342302173061464,-0.566762172425415,0.16878879213251052,0.40861445167992205,-2.578904899954047,0.8936960184723607,Normal
3.492261646404678,tcp,ftp,REJ,1.2757575020052945,0.09524639757768072,0.6392407102538789,1.441775257120975,-0.9858986455037851,0.4481363587883417,Normal
2.7498019478699893,udp,ssh,S0,0.04320959096099852,2.4548839416191823,1.2043883082709304,0.735717243154542,1.3819142888108997,-2.9010170070321966,Normal
1.4086848775455554,udp,ftp,S0,0.42365349482387615,1.9844456282756715,1.1761938335908992,-1.5261953753259534,-2.533000867879238,-2.4892036722338133,Normal
-1.0966674683714115,tcp,http,RSTR,0.3838782949397369,-2.500545317157455,-0.8429719401257523,-2.5696619425037173,-2.3018073481905916,0.7539151716086949,Normal
1.6941071688904907,icmp,http,REJ,-0.4361762384696757,2.563797167994878,1.0260689710856257,0.4197864986231983,-0.04346817327692487,-1.2499946225517895,Normal
-4.067263532558985,icmp,ssh,RSTO,-0.7127079794305549,0.07130640149654366,1.7326821199283002,-0.8006815877739908,0.40455285791559126,2.9639287729849,Normal
-0.5743656192770147,tcp,ftp,S0,-0.6768271709890616,0.5360656530352796,-1.3955009402944154,-0.3334594250772426,-1.4786585084297423,-0.10657642636612197,Normal
-0.3334232308477917,tcp,dns,REJ,0.8819282232966017,-0.8093212350200496,0.6898298724328962,1.2457872805549233,1.4320910860079348,1.8150560906018516,Normal
2.327992718982562,icmp,http,RSTR,2.689796709349375,0.0734135443533439,3.8060697923586484,-0.7653497114464538,-3.098294969556458,0.21181381130257837,Attack
-1.9052684378125724,udp,smtp,S0,-0.4125254960524092,-3.507998045627362,-1.7431363229674837,-2.5095163456450136,-2.3627446318885443,-1.4132840273171392,Normal
0.44772710064910853,tcp,dns,RSTR,2.5692985056049977,1.6627750195863016,-0.9609840561993874,1.1014101518075963,-0.9532162844830533,1.931648585095084,Attack
-0.7164939268329489,udp,http,RSTR,2.3885680513764034,-3.36667013109493,-1.2735823046111934,-0.18325526745706666,-2.903816479243644,0.2120045372608398,Normal
2.4234778186037014,icmp,smtp,SF,1.7503710244867348,-1.1826089464672713,2.7836226394449204,1.9604587115398346,1.5118044672146587,1.078888043429887,Normal
2.724965747976842,udp,dns,RSTO,2.28299820819561,-1.3246382966709804,3.007427061564949,2.5158066726640933,0.4212956314856491,0.7512663034333673,Normal
1.7549847912937688,tcp,dns,RSTO,1.2470711468187365,-0.5499748164693843,-0.3957262779323538,-1.8777116250086436,-0.5540463965028031,-2.486952657355986,Normal
0.37805536461032085,icmp,dns,RSTO,0.6791210869590523,0.690436659630705,1.8201525541570076,1.9622628466552887,-0.1259821449519788,0.6139807860532309,Normal
1.0540182426482667,tcp,dns,RSTO,0.01854206380564183,0.9305844807422182,-1.0888506850489916,1.3528860129048912,1.9438970300617004,0.6964552823888417,Normal
0.34545115309210317,tcp,dns,REJ,-0.3089852040358372,0.827926206749789,2.2109126555702048,1.002677187256579,0.8899341929740812,1.038483590674339,Normal
1.3345010420014987,tcp,dns,REJ,0.6843953494290675,1.7709967208586068,1.4670283566549045,-0.693692619569706,-1.6388334531112139,-2.4341870467356252,Normal
2.905009551318838,icmp,ftp,RSTR,2.884140291132137,0.6314710260016165,1.9823368561284354,-2.54754337212437,-1.4941388625549252,-1.4457903713313964,Normal
1.7558308885412692,icmp,ssh,REJ,2.0242962123401154,-1.4827176772891466,1.2220010299224553,1.8417636154879609,0.5606893156899335,0.6702941457443603,Normal
1.368641400379024,udp,smtp,SF,2.418205765515596,-2.4069776065216155,-0.1912016049134555,-0.3366437987277482,0.686696363727697,0.8913893380042878,Normal
-2.5344887986758406,tcp,http,SF,1.481272998817463,-2.3433149111795712,-1.1717921465589751,-0.9496215068812923,0.15576540739182088,2.4273383800139827,Normal
3.2446681831383244,icmp,smtp,REJ,3.525450739186957,1.6452004682294201,3.3829016665234737,-3.1179461202759575,-3.0561992537886087,-2.164422424286746,Normal
-1.6217182547730713,udp,dns,REJ,1.0147637338507733,-1.3409432328313196,-0.2666951485884195,-1.2959240882134169,-1.0228338987353673,1.2766547109343918,Normal
1.467990808841318,udp,http,RSTO,1.210565444424231,-1.2622116879335872,2.6015946052639105,0.5960517621778381,2.6935283438343762,2.872720432724593,Normal
-1.9569793782954557,tcp,ssh,S0,1.1451700333012302,-1.2970246308290192,-0.06931573632358279,-0.21186562129473896,-0.3006738906514672,0.19563951220110243,Normal
5.319860953659226,tcp,http,RSTR,4.115635862831713,3.8705408485894353,4.484476607927412,-0.7284769152197342,0.16380585757828747,-1.4254840406034561,Normal
3.6855833435849226,icmp,smtp,RSTR,1.3248415097016804,2.354450348844289,1.514398033871465,1.0249000834190531,3.0996870732322233,0.8412948440803611,Normal
3.762966414153229,icmp,http,RSTO,3.5580834500624983,1.5113125790235613,3.6390673571258425,-2.0934734731556315,-1.3263024082468151,-3.4475020526603215,Normal
0.8408313377716209,tcp,dns,SF,0.4087909658116923,1.8608160134030243,0.6176375483231684,-0.24085301596561537,-1.574430858985456,-1.3908417002327464,Normal
1.1452894955005928,udp,http,REJ,0.49957488557655727,3.000242331651626,1.5785720867558155,-0.009391899634867307,-2.1051648261255096,-1.4797146391986364,Normal
2.789500887414739,icmp,dns,RSTR,1.7281639154780084,-1.6017279740366361,2.2707853533262474,1.2132671369594066,-0.47577568525407976,-0.08564034684096766,Normal
0.5400788976737896,icmp,smtp,REJ,4.042818585138981,-3.2006302860182503,1.2141125389061191,0.1400887499412845,-1.2257036028396953,1.6297543185490508,Normal
0.3664434488735323,tcp,http,S0,1.7866933548415167,0.7533239067590269,-0.05763692335199888,-0.12640957395398456,-2.9862373606680297,2.6402288150764646,Attack
2.434396437539598,udp,ftp,RSTO,2.6917104447907367,-0.4636618573587932,1.692537812118879,-1.6813114696515434,-0.34534510803359464,-1.0278367910420916,Normal
1.6065726782745393,udp,ssh,REJ,1.348267392498147,-0.5676432847017112,1.6952918592446173,2.326435864257805,-0.5268804136030655,0.45804245267262056,Normal
2.4917821778249607,tcp,smtp,RSTR,1.652714289559095,1.4658816023076073,0.38101626529988386,0.39264710397601665,1.1355411600610577,-0.48520036969676283,Normal
0.20475216164433402,udp,smtp,S0,0.6092746915712379,3.985575792380981,1.627822335342772,-1.1994129780258702,-3.637997938436135,0.6100962609065158,Attack
-0.7155440581781622,tcp,http,S0,1.5686132880924706,-3.130788986091316,0.4660999402880167,-1.0743384397291584,-2.044522221563785,0.09295690175930904,Normal
-1.9226116274877425,icmp,smtp,REJ,1.0680567253189819,-1.5454715658783902,-0.3735351949429486,0.2705501614060477,2.171624470259423,0.16917686721507674,Normal
-1.6795879118575132,tcp,smtp,SF,0.8093417681486894,-0.994320510883502,-0.34611593277893915,-0.3074141514404718,-2.523324989392174,2.7183218273324457,Normal
1.8277787065805022,icmp,http,REJ,2.925207346945001,-2.748874072059376,-1.6069102590828703,0.9158599277245936,-2.4476007492457326,0.31425719450809686,Normal
3.0770472055139058,icmp,ssh,S0,2.2406740591636707,0.8140328967609534,2.283931473662128,-0.7075814865480778,0.7164645410841255,-2.6597426130585795,Normal
-1.398374620714942,icmp,dns,RSTR,-0.8138872326647186,0.6453874847223849,-0.870943119439386,-0.05794439312708488,-2.456506813997704,0.8547638486153648,Normal
0.8331646676305506,tcp,smtp,REJ,-1.1343421185606104,-0.7393505994963745,0.5636142948036886,0.8414278891879063,-0.3007092570098916,3.4459133582698755,Attack
1.409517361521033,icmp,http,REJ,-0.5625757265799183,1.1156716382520595,3.0846968030617865,3.8751301887055414,-2.2637544032681918,-0.06149448786995326,Normal
2.33164514295135,icmp,dns,S0,0.18064832735587488,0.8227557778564171,0.9157987924924446,-1.3124265442596732,0.3137593366745062,0.090054317479356,Normal
-1.910921788337387,icmp,smtp,SF,0.1620870261212275,-1.2454498060494974,-0.4001407609558114,-1.3200531498487522,-3.0141068408873015,0.5174487501405691,Normal
1.481131983347467,udp,ssh,REJ,1.6565532158465501,-0.2382225198827712,0.6319341260852285,-1.4438004083077973,-1.0924850000020292,-3.112922449860368,Normal
2.7590235577528577,tcp,smtp,RSTO,2.5708612780638544,1.8988827002540118,2.457898655212322,-1.418209363082292,-1.9869937051804156,-3.5994764571607614,Normal
-2.3900999756568204,icmp,ssh,RSTR,1.120920335589841,-1.1268825490668157,-0.43427770639101193,-0.15479448795841155,-2.144712335392287,0.5183801015854841,Normal
1.9671210732652067,icmp,http,S0,1.333812632465777,1.0217418063120192,0.32323619439366813,-0.1788570664671173,0.24572154823926673,-2.2659322242269906,Normal
-1.190130196554802,udp,ssh,S0,-0.6905406172122996,-1.5464485254573503,-0.16357052471541667,-0.5583910111311254,-1.701910696373326,-0.34188687704738174,Attack
-1.0483771933347545,icmp,http,S0,-4.234340104976223,2.4322714986232183,0.6121601719882044,-2.2687618781480676,-1.0150615607056697,2.8262129206289455,Attack
-0.6570632614238346,icmp,http,RSTO,-2.4249855543014496,0.6126382054608199,0.7992930582559178,-1.270252597725261,-1.1889427481790433,1.5601790505884074,Attack
2.4161328292056177,udp,ftp,RSTR,1.2783813082016318,0.4867358508463908,1.3830996258495007,1.7560328392506661,-1.1071138386568777,0.128390746672009,Normal
-1.7246790735115707,udp,http,REJ,-0.6116519077073488,0.27170248595138635,-0.062364096606802644,0.8127280730244353,-2.1292370985179225,-1.6027203455822936,Normal
2.5064259909038324,udp,dns,RSTO,1.2170034040911877,3.731713845364817,3.351234873493699,-0.45736695156738627,-2.0902943451594336,-3.2432534006763816,Normal
-1.1710627281017263,udp,http,S0,1.9880539546412725,-2.320773417055379,-1.9552976158403306,-1.1388673029316299,-2.1529684255665114,0.8981573791784789,Normal
0.700621845419148,udp,ssh,SF,1.6336072673997535,-1.3828165300983917,2.810595436053717,1.9478912874165797,1.8547631014248194,0.922755174324347,Normal
-1.6517915435159702,udp,http,RSTR,-0.03379010508022451,2.076852775779183,-3.311980533569166,-0.01910655309723852,1.8671593371067754,1.2307017853078592,Attack
-0.6021984304914858,udp,dns,SF,-0.46071252690248565,-0.1165131311205001,-0.4134953721934784,-2.1910740704211644,-3.0088215068774966,-0.8678017355408788,Normal
0.43524424783003723,udp,dns,S0,-0.5240040356128528,1.2824795210380873,0.5255367307577525,-1.3624563606089848,-2.3782250148963953,-0.47867024706632255,Normal
0.24426603824526189,icmp,smtp,RSTR,0.20579995195609158,-0.6019437141279222,1.6255820366607745,0.39169367820838785,2.0007350040618217,1.6836585403190165,Normal
-0.08210177407136995,udp,ssh,RSTO,-0.9342516787231754,0.03976714566405459,-0.11967642758879715,-1.4110654073841218,-1.9352123238996546,-1.0627964238066765,Normal
-1.4607357051420986,icmp,http,S0,2.5712578287014485,-2.2022403280228,-0.6322564406676792,0.7670919630177544,-2.1110548861030423,0.29103166709445416,Normal
-0.9736757216915299,udp,dns,RSTR,-0.2806218609943725,-1.8833563996672518,-1.1980867273276141,-1.5001992395171395,-1.3204791372744573,0.16087517120788064,Normal
2.3135012800883676,icmp,smtp,SF,0.41900098200684655,2.2306182404118093,1.3826812538431095,-0.6085543653047729,-0.7376526312066669,-2.9426592904152455,Normal
2.4091015482890694,icmp,ftp,REJ,1.400865193438216,2.4051594770002502,1.6409625279551592,-0.0021048546511943655,-0.4039181589228924,-3.5095513396025475,Normal
